Date,Value,Detail
2005-02-01,1581,
2005-03-01,-1522,
2005-04-01,-355,
2005-05-01,-7494,
2005-06-01,-2671,
2005-07-01,1365,
2005-08-01,-1749,
2005-09-01,-2987,
2005-10-01,-868,
2005-11-01,-4990,
2005-12-01,-3540,
2006-01-01,8813,
2006-02-01,2029,
2006-03-01,-56,
2006-04-01,-4162,
2006-05-01,-5129,
2006-06-01,-3506,
2006-07-01,2162,
2006-08-01,-2200,
2006-09-01,-4947,
2006-10-01,-1067,
2006-11-01,-4105,
2006-12-01,-3014,
2007-01-01,10232,
2007-02-01,5969,
2007-03-01,892,
2007-04-01,-4435,
2007-05-01,-6127,
2007-06-01,-2992,
2007-07-01,2063,
2007-08-01,-2582,
2007-09-01,-5142,
2007-10-01,-2800,
2007-11-01,-4303,
2007-12-01,-3303,
2008-01-01,11324,
2008-02-01,6671,
2008-03-01,-800,
2008-04-01,-6766,
2008-05-01,-7423,
2008-06-01,-5338,
2008-07-01,1089,
2008-08-01,-5154,
2008-09-01,-7744,
2008-10-01,-6212,
2008-11-01,-8148,
2008-12-01,-9156,
2009-01-01,4281,
2009-02-01,-485,
2009-03-01,-8424,
2009-04-01,-12874,
2009-05-01,-14054,
2009-06-01,-11013,
2009-07-01,-5070,
2009-08-01,-8106,
2009-09-01,-12727,
2009-10-01,-10919,
2009-11-01,-9910,
2009-12-01,-12588,
2010-01-01,-676,
2010-02-01,-2454,
2010-03-01,-5724,
2010-04-01,-11124,
2010-05-01,-13110,
2010-06-01,-10203,
2010-07-01,-5262,
2010-08-01,-8864,
2010-09-01,-13991,
2010-10-01,-10921,
2010-11-01,-12081,
2010-12-01,-13609,
2011-01-01,4860,
2011-02-01,-2399,
2011-03-01,-5570,
2011-04-01,-14428,
2011-05-01,-10678,
2011-06-01,-10646,
2011-07-01,-1096,
2011-08-01,-8925,
2011-09-01,-11452,
2011-10-01,-8954,
2011-11-01,-9484,
2011-12-01,-10439,
2012-01-01,4512,
2012-02-01,-6184,
2012-03-01,-6274,
2012-04-01,-10268,
2012-05-01,-14463,
2012-06-01,-9907,
2012-07-01,-1519,
2012-08-01,-10417,
2012-09-01,-12073,
2012-10-01,-10808,
2012-11-01,-11653,
2012-12-01,-12470,
2013-01-01,8392,
2013-02-01,-2080,
2013-03-01,-4532,
2013-04-01,-16103,
2013-05-01,-5017,
2013-06-01,-4690,
2013-07-01,-1915,
2013-08-01,-6930,
2013-09-01,-9235,
2013-10-01,-10014,
2013-11-01,-8546,
2013-12-01,-8630,
2014-01-01,5193,
2014-02-01,-6870,
2014-03-01,-2243,
2014-04-01,-14347,
2014-05-01,-8754,
2014-06-01,-8627,
2014-07-01,-1395,
2014-08-01,-6559,
2014-09-01,-9488,
2014-10-01,-4803,
2014-11-01,-6008,
2014-12-01,-8366,
2015-01-01,11543,
2015-02-01,-3653,
2015-03-01,320,
2015-04-01,-9690,
2015-05-01,-6532,
2015-06-01,-8411,
2015-07-01,-815,
2015-08-01,-6360,
2015-09-01,-8167,
2015-10-01,-6365,
2015-11-01,-5891,
2015-12-01,-7089,
2016-01-01,13794,
2016-02-01,-669,
2016-03-01,494,
2016-04-01,-6231,
2016-05-01,-6075,
2016-06-01,-5998,
2016-07-01,1627,
2016-08-01,-4882,
2016-09-01,-6276,
2016-10-01,-3155,
2016-11-01,-4611,
2016-12-01,-2344,
2017-01-01,16783,
2017-02-01,5391,
2017-03-01,3391,
2017-04-01,-6145,
2017-05-01,-5739,
2017-06-01,-7585,
2017-07-01,2866,
2017-08-01,-2626,
2017-09-01,-5360,
2017-10-01,-1234,
2017-11-01,-3294,
2017-12-01,77,
2018-01-01,13029,
2018-02-01,3379,
2018-03-01,3901,
2018-04-01,-3553,
2018-05-01,-3981,
2018-06-01,-2759,
2018-07-01,4118,
2018-08-01,-3549,
2018-09-01,-3385,
2018-10-01,-3893,
2018-11-01,-2236,
2018-12-01,-279,
2019-01-01,18419,
2019-02-01,3896,
2019-03-01,7672,
2019-04-01,-4719,
2019-05-01,-4132,
2019-06-01,-5536,
2019-07-01,1485,
2019-08-01,-1626,
2019-09-01,-1996,
2019-10-01,-6868,
2019-11-01,-2239,
2019-12-01,-1636,
2020-01-01,16362,
2020-02-01,3207,
2020-03-01,-4235,
2020-04-01,-47709,
2020-05-01,-39233,
2020-06-01,-25825,
2020-07-01,-18900,
2020-08-01,-20308,
2020-09-01,-20440,
2020-10-01,-11478,
2020-11-01,-23053,
2020-12-01,-21237,
2021-01-01,-4261,
