quote_date,region,item_id,p10,p20,p30,p40,p50,p60,p70,p80,p90,date,date2,date3,date4,year,month,quarter
201807,2,220303,1.345,1.775,1.875,2,2.2,2.4949999,2.9949999,3.1950002,3.95,366,01-07-2018,01-07-2018,2018-07-01,2018,7,3
201808,2,220303,1,1.7,1.89,2,2.2,2.49,2.99,3.1500001,3.95,367,01-08-2018,01-08-2018,2018-08-01,2018,8,3
201809,2,220303,1,1.7,2,2.1900001,2.3499999,2.5,3,3.1900001,3.95,368,01-09-2018,01-09-2018,2018-09-01,2018,9,3
201810,2,220303,1.5,1.8,2,2.2,2.49,2.5,2.99,3.1900001,3.95,369,01-10-2018,01-10-2018,2018-10-01,2018,10,4
201811,2,220303,1.5,1.8,2,2.1900001,2.49,2.5,2.99,3.0999999,3.95,370,01-11-2018,01-11-2018,2018-11-01,2018,11,4
201812,2,220303,1.1,1.7,1.89,2,2.345,2.5,2.99,3.2,3.95,371,01-12-2018,01-12-2018,2018-12-01,2018,12,4
201901,2,220303,1.1,1.7,1.89,2,2.49,2.5,2.99,3.2,3.95,372,01-01-2019,01-01-2019,2019-01-01,2019,1,1
201902,2,220303,1.1,1.8,2,2.3,2.5,2.7,2.9000001,3.0999999,3.99,373,01-02-2019,01-02-2019,2019-02-01,2019,2,1
201903,2,220303,1.1,1.7,2,2.25,2.49,2.5,2.9000001,3.0999999,3.99,374,01-03-2019,01-03-2019,2019-03-01,2019,3,1
201904,2,220303,1.3,1.8,2,2.2750001,2.4949999,2.5,2.9000001,3.4000001,4.2950001,375,01-04-2019,01-04-2019,2019-04-01,2019,4,2
201905,2,220303,1.1,1.8,2,2.25,2.49,2.5,2.8,3.3,3.99,376,01-05-2019,01-05-2019,2019-05-01,2019,5,2
201906,2,220303,1.5,1.8,2,2.25,2.5,2.75,2.9000001,3.3,3.95,377,01-06-2019,01-06-2019,2019-06-01,2019,6,2
201907,2,220303,1.7,1.9,2,2.25,2.49,2.5,2.8,3.29,3.95,378,01-07-2019,01-07-2019,2019-07-01,2019,7,3
201908,2,220303,1.75,1.9449999,2,2.2249999,2.4949999,2.75,2.9000001,3.4949999,3.97,379,01-08-2019,01-08-2019,2019-08-01,2019,8,3
201909,2,220303,1.8,2,2,2.25,2.5,2.75,2.9000001,3.49,3.95,380,01-09-2019,01-09-2019,2019-09-01,2019,9,3
201910,2,220303,1.8,2,2.0999999,2.3,2.5,2.75,3.2,3.5,3.99,381,01-10-2019,01-10-2019,2019-10-01,2019,10,4
201911,2,220303,1.8,2,2.2,2.49,2.5,2.75,3,3.49,3.95,382,01-11-2019,01-11-2019,2019-11-01,2019,11,4
201912,2,220303,1.8,2,2.2,2.49,2.55,2.75,3.2,3.5,4,383,01-12-2019,01-12-2019,2019-12-01,2019,12,4
202001,2,220303,1.9,2,2.2,2.5,2.5999999,2.8,3.29,3.55,3.95,384,01-01-2020,01-01-2020,2020-01-01,2020,1,1
202002,2,220303,1.9,2.2,2.49,2.55,2.75,3,3.3499999,3.8900001,4.9899998,385,01-02-2020,01-02-2020,2020-02-01,2020,2,1
202003,2,220303,1.9,2.0999999,2.5,2.625,2.825,3.25,3.5250001,3.895,4.7950001,386,01-03-2020,01-03-2020,2020-03-01,2020,3,1
202004,2,220303,1,2.3,2.5999999,2.6900001,2.845,3,3,3.4000001,3.5,387,01-04-2020,01-04-2020,2020-04-01,2020,4,2
202005,2,220303,1.9,2.2750001,2.3,2.55,2.6900001,2.9949999,3,4.6999998,5.75,388,01-05-2020,01-05-2020,2020-05-01,2020,5,2
202006,2,220303,1.9,2.25,2.3,2.5,2.9000001,3,3,3.9000001,4.1999998,389,01-06-2020,01-06-2020,2020-06-01,2020,6,2
202007,2,220303,2.2,2.2,2.3,2.5,2.75,2.99,3,3.45,4.25,390,01-07-2020,01-07-2020,2020-07-01,2020,7,3
202008,2,220303,1.1,2,2.2,2.5,2.75,3,3.45,3.79,4.1999998,391,01-08-2020,01-08-2020,2020-08-01,2020,8,3
202009,2,220303,1.35,2,2.3,2.6500001,2.9749999,3.3,3.45,3.8900001,4.1999998,392,01-09-2020,01-09-2020,2020-09-01,2020,9,3
202010,2,220303,1.35,2,2.3,2.6500001,2.8499999,3,3.4000001,3.5,4.1999998,393,01-10-2020,01-10-2020,2020-10-01,2020,10,4
202011,2,220303,1.35,2,2.3,2.5,2.75,3,3.5,3.79,4.1999998,394,01-11-2020,01-11-2020,2020-11-01,2020,11,4
202012,2,220303,1.9,2.2,2.5,2.6500001,2.8499999,3,3.4000001,3.79,4.1999998,395,01-12-2020,01-12-2020,2020-12-01,2020,12,4
202101,2,220303,2,2.25,2.5,2.5,2.75,2.95,3,3.5,3.8900001,396,01-01-2021,01-01-2021,2021-01-01,2021,1,1
202102,2,220303,2.05,2.2750001,2.5,2.55,2.7,2.95,3,3.45,3.845,397,01-02-2021,01-02-2021,2021-02-01,2021,2,1
202103,2,220303,1.35,2.2,2.5,2.5999999,2.7,2.95,3,3.2,3.5,398,01-03-2021,01-03-2021,2021-03-01,2021,3,1
202104,2,220303,1.35,2.3,2.5,2.5999999,2.75,2.95,3,3.4000001,3.79,399,01-04-2021,01-04-2021,2021-04-01,2021,4,2
202105,2,220303,1.45,2.2750001,2.45,2.55,2.6500001,2.8499999,2.9749999,3.8400002,4.0500002,400,01-05-2021,01-05-2021,2021-05-01,2021,5,2
202106,2,220303,1.25,2.2249999,2.4000001,2.5749998,2.95,3,3.45,3.8400002,4.25,401,01-06-2021,01-06-2021,2021-06-01,2021,6,2
202107,2,220303,1.75,2.3,2.5,2.55,2.75,3,3.4000001,3.79,4.9499998,402,01-07-2021,01-07-2021,2021-07-01,2021,7,3
202108,2,220303,1.35,2.3,2.5,2.5999999,2.8499999,3,3.5,3.9000001,4.9499998,403,01-08-2021,01-08-2021,2021-08-01,2021,8,3
202109,2,220303,1.35,2.2,2.5,2.75,2.95,3.0899999,3.45,3.8900001,4.9499998,404,01-09-2021,01-09-2021,2021-09-01,2021,9,3
202110,2,220303,1.25,2.3,2.5,2.7,2.8699999,3,3.45,3.75,4.1999998,405,01-10-2021,01-10-2021,2021-10-01,2021,10,4
202111,2,220303,1.3,2.2,2.5,2.7,2.95,3.4000001,3.5,3.9000001,4.9000001,406,01-11-2021,01-11-2021,2021-11-01,2021,11,4
202112,2,220303,1.3,2.2,2.5999999,2.75,2.95,3.4000001,3.5,3.8900001,4.9000001,407,01-12-2021,01-12-2021,2021-12-01,2021,12,4
202201,2,220303,1.3,2.125,2.5,2.7249999,3,3.0949998,3.45,3.5,3.9000001,408,01-01-2022,01-01-2022,2022-01-01,2022,1,1
202202,2,220303,1.3,2.05,2.3,2.7,2.875,3.05,3.4000001,3.5,3.99,409,01-02-2022,01-02-2022,2022-02-01,2022,2,1
202203,2,220303,1.3,2.05,2.49,2.75,3,3.4000001,3.5,3.9000001,4.3499999,410,01-03-2022,01-03-2022,2022-03-01,2022,3,1
202204,2,220303,1.3,2.05,2.49,2.75,2.9000001,3.05,3.5,3.9000001,4.4899998,411,01-04-2022,01-04-2022,2022-04-01,2022,4,2
202205,2,220303,1.4,2.3,2.5,2.75,2.875,3,3.45,3.7,4.4899998,412,01-05-2022,01-05-2022,2022-05-01,2022,5,2
202206,2,220303,1.4,2.3,2.7,2.8499999,2.9000001,3.0999999,3.5,4,4.4899998,413,01-06-2022,01-06-2022,2022-06-01,2022,6,2
202207,2,220303,1.345,2.375,2.7750001,2.9250002,3.0749998,3.4749999,3.5250001,4.0500002,4.77,414,01-07-2022,01-07-2022,2022-07-01,2022,7,3
202208,2,220303,1.4,2.3,2.7,2.9000001,3.05,3.5,3.6500001,4,4.3499999,415,01-08-2022,01-08-2022,2022-08-01,2022,8,3
202209,2,220303,1.395,2.25,2.6750002,2.8499999,3.0250001,3.3,3.5999999,4,4.4250002,416,01-09-2022,01-09-2022,2022-09-01,2022,9,3
202210,2,220303,1.39,2.5,2.75,2.95,3.175,3.5,3.55,4,4.5,417,01-10-2022,01-10-2022,2022-10-01,2022,10,4
202211,2,220303,1.4,2.5,2.75,2.95,3.2,3.5,3.5899999,4,4.75,418,01-11-2022,01-11-2022,2022-11-01,2022,11,4
202212,2,220303,1.39,2.25,2.6500001,2.9000001,3.2,3.5,3.75,4,4.9499998,419,01-12-2022,01-12-2022,2022-12-01,2022,12,4
202301,2,220303,2,2.5,2.75,3.05,3.425,3.5,3.9000001,4,4.9499998,420,01-01-2023,01-01-2023,2023-01-01,2023,1,1
202302,2,220303,2.25,2.5,2.75,3.05,3.425,3.55,4,4,5,421,01-02-2023,01-02-2023,2023-02-01,2023,2,1
202303,2,220303,2,2.5,2.75,3.05,3.425,3.5899999,4,4.1500001,5.5,422,01-03-2023,01-03-2023,2023-03-01,2023,3,1
202304,2,220303,1.5,2.25,2.6500001,3.05,3.5,3.75,4,4.9899998,5.5,423,01-04-2023,01-04-2023,2023-04-01,2023,4,2
202305,2,220303,1.5,2.5,3,3.3499999,3.5,3.8499999,4,4.25,5.8000002,424,01-05-2023,01-05-2023,2023-05-01,2023,5,2
202306,2,220303,1.5,2.5,2.7,3.2,3.5,3.8,4,4.9499998,5.8000002,425,01-06-2023,01-06-2023,2023-06-01,2023,6,2
202307,2,220303,1.49,2.0999999,2.5999999,3,3.5,3.8,4,4.4499998,5.8000002,426,01-07-2023,01-07-2023,2023-07-01,2023,7,3
202308,2,220303,1.495,2.175,2.625,3.125,3.4949999,3.7750001,4,4.3249998,5.395,427,01-08-2023,01-08-2023,2023-08-01,2023,8,3
202309,2,220303,1.5,2.25,2.6500001,3.0999999,3.5,3.8499999,4,4.4499998,5.8000002,428,01-09-2023,01-09-2023,2023-09-01,2023,9,3
202310,2,220303,1.5,2.5,3.05,3.3499999,3.75,3.8499999,4,4.9499998,5.8000002,429,01-10-2023,01-10-2023,2023-10-01,2023,10,4
202311,2,220303,1.5,2.25,3,3.0999999,3.5,3.8499999,4,4.4499998,5.0999999,430,01-11-2023,01-11-2023,2023-11-01,2023,11,4
202312,2,220303,1.75,2.5,3.05,3.3499999,3.5,3.8499999,4,4.9499998,5.8000002,431,01-12-2023,01-12-2023,2023-12-01,2023,12,4
202401,2,220303,1.75,2.5,3,3.45,3.55,3.9000001,4,4.5,5.0999999,432,01-01-2024,01-01-2024,2024-01-01,2024,1,1
202402,2,220303,1.8,2.375,3.0999999,3.5,3.875,4,4.7449999,5.8500004,6.5,433,01-02-2024,01-02-2024,2024-02-01,2024,2,1
202403,2,220303,1.75,2.0450001,2.6500001,3.25,3.8,3.95,4.4499998,5.8500004,6.5,434,01-03-2024,01-03-2024,2024-03-01,2024,3,1
202404,2,220303,1.75,2.25,3,3.45,3.8499999,4,4.9899998,5.9000001,7,435,01-04-2024,01-04-2024,2024-04-01,2024,4,2
202405,2,220303,1.75,2.25,3,3.45,3.675,4,4.9899998,5.9000001,7,436,01-05-2024,01-05-2024,2024-05-01,2024,5,2
202406,2,220303,1.75,2.0450001,2.5999999,3.125,3.5,3.9250002,4.1500001,5.6500001,6.5,437,01-06-2024,01-06-2024,2024-06-01,2024,6,2
202407,2,220303,1.75,2.2,2.75,3.45,3.8249998,4,4.4499998,5.9000001,6.5,438,01-07-2024,01-07-2024,2024-07-01,2024,7,3
202408,2,220303,1.5,2.2,2.6500001,3.45,3.8499999,4,4.4499998,5.9000001,7,439,01-08-2024,01-08-2024,2024-08-01,2024,8,3
202409,2,220303,1.75,1.99,2.6500001,3.45,3.8,4,4.4499998,5.9000001,6.5,440,01-09-2024,01-09-2024,2024-09-01,2024,9,3
202410,2,220303,1.75,2.095,2.75,3.25,3.8,4,4.1500001,5.6500001,7,441,01-10-2024,01-10-2024,2024-10-01,2024,10,4
202411,2,220303,1.99,2.6500001,3.1500001,3.45,3.9749999,4.0500002,4.9899998,5.9499998,7,442,01-11-2024,01-11-2024,2024-11-01,2024,11,4
202412,2,220303,1.75,2.2,3.0999999,3.45,3.8,4,4.5,5.9499998,7.9000001,443,01-12-2024,01-12-2024,2024-12-01,2024,12,4
202501,2,220303,1.75,2.0999999,3.0999999,3.5,3.8,4,4.5,5.9250002,7.9000001,444,01-01-2025,01-01-2025,2025-01-01,2025,1,1
202502,2,220303,1.85,2.2,3.2249999,3.55,3.625,4,4.375,5.9000001,7.3500004,445,01-02-2025,01-02-2025,2025-02-01,2025,2,1
202503,2,220303,1.85,2.1950002,3.2249999,3.55,3.9000001,4,4.9899998,6.0999999,7.3500004,446,01-03-2025,01-03-2025,2025-03-01,2025,3,1
202504,2,220303,1.75,2.2,2.75,3.55,3.8499999,4,4.5,5.9499998,6.6999998,447,01-04-2025,01-04-2025,2025-04-01,2025,4,2
202505,2,220303,1.95,2.24,2.75,3.5,3.5999999,4,4.5,5.1500001,6.5,448,01-05-2025,01-05-2025,2025-05-01,2025,5,2
202506,2,220303,1.75,2.75,3.5,3.5999999,3.95,4.1999998,4.9899998,5.9000001,6.6999998,449,01-06-2025,01-06-2025,2025-06-01,2025,6,2
202507,2,220303,1.8,2.2,2.75,3.5999999,3.9000001,4.1999998,4.5,5.9000001,6.6999998,450,01-07-2025,01-07-2025,2025-07-01,2025,7,3
202508,2,220303,1.75,2.0799999,2.75,3.5999999,3.8499999,4.1999998,4.9499998,5.9499998,6.6999998,451,01-08-2025,01-08-2025,2025-08-01,2025,8,3
202509,2,220303,1.775,2.135,2.75,3.55,3.7249999,4.0999999,4.625,5.9250002,6.6999998,452,01-09-2025,01-09-2025,2025-09-01,2025,9,3
