number,restbay,croyde,minehead,llangennith,kimmeridge,sennen,brighton,freshwatereast,freshwaterwest,marloes,westdale,restbay_low,restbay_high,croyde_low,croyde_high,minehead_low,minehead_high,llangennith_low,llangennith_high,kimmeridge_low,kimmeridge_high,sennen_low,sennen_high,brighton_low,brighton_high,freshwatereast_low,freshwatereast_high,freshwaterwest_low,freshwaterwest_high,marloes_low,marloes_high,westdale_low,westdale_high,days,date
26,3-4,3-5,1,2-4,3-4,4-6,1,,3-5,3-5,3-5,3,4,3,5,1,,2,4,3,4,4,6,1,,,,3,5,3,5,3,5,3.25,17 Mar 2021
27,3-4,3-4,1,2-3,2-4,4-6,1,,3-5,3-4,3-5,3,4,3,4,1,,2,3,2,4,4,6,1,,,,3,5,3,4,3,5,3.375,17 Mar 2021
28,3-4,3-4,1,2-3,2-4,3-5,1,,3-5,3-4,3-5,3,4,3,4,1,,2,3,2,4,3,5,1,,,,3,5,3,4,3,5,3.5,17 Mar 2021
29,2-4,3-4,1,2-3,2-3,3-5,1,,3-4,3-4,3-4,2,4,3,4,1,,2,3,2,3,3,5,1,,,,3,4,3,4,3,4,3.625,17 Mar 2021
30,2-4,2-4,1,2-3,2-3,3-5,1,,3-4,2-4,3-4,2,4,2,4,1,,2,3,2,3,3,5,1,,,,3,4,2,4,3,4,3.75,17 Mar 2021
31,2-4,2-4,1,2-3,2-3,3-4,1,,3-4,2-3,3-4,2,4,2,4,1,,2,3,2,3,3,4,1,,,,3,4,2,3,3,4,3.875,17 Mar 2021
32,2-3,2-3,1,2-3,2-3,3-4,1,,2-4,2-3,2-4,2,3,2,3,1,,2,3,2,3,3,4,1,,,,2,4,2,3,2,4,4,17 Mar 2021
33,2-3,2-3,1,2,2-3,3-4,1,,2-3,2-3,2-3,2,3,2,3,1,,2,,2,3,3,4,1,,,,2,3,2,3,2,3,4.125,17 Mar 2021
34,2-3,2-3,1,1-2,2,3-4,1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,2,,3,4,1,,,,2,3,2,3,2,3,4.25,17 Mar 2021
35,2-3,2-3,1,1-2,1-2,2-4,1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,2,4,1,,,,2,3,2,3,2,3,4.375,17 Mar 2021
36,2-3,2-3,1,1-2,1-2,2-4,1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,2,4,1,,,,2,3,2,3,2,3,4.5,17 Mar 2021
37,2-3,2-3,1,1-2,1-2,2-3,1,,2-3,2-3,2-3,2,3,2,3,1,,1,2,1,2,2,3,1,,,,2,3,2,3,2,3,4.625,17 Mar 2021
38,2-3,2-3,1,1-2,1-2,2-3,1,,2-3,2,2-3,2,3,2,3,1,,1,2,1,2,2,3,1,,,,2,3,2,,2,3,4.75,17 Mar 2021
39,2-3,2-3,1,1-2,1-2,2-3,1,,2-3,1-2,2-3,2,3,2,3,1,,1,2,1,2,2,3,1,,,,2,3,1,2,2,3,4.875,17 Mar 2021
40,2,2,1,1-2,1-2,2-3,1,,2-3,1-2,2,2,,2,,1,,1,2,1,2,2,3,1,,,,2,3,1,2,2,,5,17 Mar 2021
41,1-2,1-2,0-1,1-2,1-2,2-3,1,,2,1-2,2,1,2,1,2,0,1,1,2,1,2,2,3,1,,,,2,,1,2,2,,5.125,17 Mar 2021
42,1-2,1-2,0-1,1-2,1-2,2-3,1,,1-2,1-2,1-2,1,2,1,2,0,1,1,2,1,2,2,3,1,,,,1,2,1,2,1,2,5.25,17 Mar 2021
43,1-2,1-2,0-1,1-2,1,2-3,0-1,,1-2,1-2,1-2,1,2,1,2,0,1,1,2,1,,2,3,0,1,,,1,2,1,2,1,2,5.375,17 Mar 2021
44,1-2,1-2,0-1,1-2,1,2-3,0-1,,1-2,1-2,1-2,1,2,1,2,0,1,1,2,1,,2,3,0,1,,,1,2,1,2,1,2,5.5,17 Mar 2021
45,1-2,1-2,0-1,1,1,2-3,0-1,,1-2,1-2,1-2,1,2,1,2,0,1,1,,1,,2,3,0,1,,,1,2,1,2,1,2,5.625,17 Mar 2021
46,1-2,1-2,0-1,1,1,2-3,0-1,,1-2,1-2,1-2,1,2,1,2,0,1,1,,1,,2,3,0,1,,,1,2,1,2,1,2,5.75,17 Mar 2021
47,1-2,1-2,0-1,1,1,2-3,0-1,,1-2,1-2,1-2,1,2,1,2,0,1,1,,1,,2,3,0,1,,,1,2,1,2,1,2,5.875,17 Mar 2021
48,1-2,1-2,0-1,1,1,2-3,0-1,,1-2,1,1-2,1,2,1,2,0,1,1,,1,,2,3,0,1,,,1,2,1,,1,2,6,17 Mar 2021
49,1-2,1-2,0-1,1,1,2-4,0-1,,1-2,1,1-2,1,2,1,2,0,1,1,,1,,2,4,0,1,,,1,2,1,,1,2,6.125,17 Mar 2021
50,1-2,1-2,0-1,1,1,3-4,0-1,,1-2,1,1,1,2,1,2,0,1,1,,1,,3,4,0,1,,,1,2,1,,1,,6.25,17 Mar 2021
51,1-2,1-2,0-1,1,1,3-4,0-1,,1,1,1-2,1,2,1,2,0,1,1,,1,,3,4,0,1,,,1,,1,,1,2,6.375,17 Mar 2021
52,1-2,1-2,0-1,1,1,3-5,0-1,,1-2,1,1-2,1,2,1,2,0,1,1,,1,,3,5,0,1,,,1,2,1,,1,2,6.5,17 Mar 2021
53,1-2,1-2,0-1,1,1-2,3-5,0-1,,1-2,1,1-2,1,2,1,2,0,1,1,,1,2,3,5,0,1,,,1,2,1,,1,2,6.625,17 Mar 2021
54,1-2,1-2,0-1,1,1-2,3-5,0-1,,1-2,1,1-2,1,2,1,2,0,1,1,,1,2,3,5,0,1,,,1,2,1,,1,2,6.75,17 Mar 2021
55,1-2,2,0-1,1,1-2,3-5,0-1,,1-2,1,1-2,1,2,2,,0,1,1,,1,2,3,5,0,1,,,1,2,1,,1,2,6.875,17 Mar 2021
56,1-2,2,0-1,1,1-2,4-6,0-1,,1-2,1-2,1-2,1,2,2,,0,1,1,,1,2,4,6,0,1,,,1,2,1,2,1,2,7,17 Mar 2021
