,Price,Desc,All,Type,Date
17,£2.50,"b""Sainsbury's Seeded Grapes""","b""Sainsbury's Seeded Grapes 700g \xc2\xa32.50/unit \xc2\xa33.57/kg""",Citrus,2021-03-01
18,£1.75,b'Imperfectly Tasty Grapes',b'Imperfectly Tasty Grapes 500g \xc2\xa31.06/unit \xc2\xa32.12/kg',Citrus,2021-03-01
19,£2.00,"b""Sainsbury's Grapes, Limited Edition Taste the Diff""","b""Sainsbury's Grapes, Limited Edition Taste the Difference 400g \xc2\xa32.00/unit \xc2\xa35.00/kg""",Citrus,2021-03-01
0,30p,"b""Sainsbury's Lemons""","b""Sainsbury's Lemons 30p/unit 30p/ea""",Apple,2021-03-01
1,£1.85,"b""Sainsbury's Easy Peelers, Taste the Difference""","b""Sainsbury's Easy Peelers, Taste the Difference 600g \xc2\xa31.85/unit \xc2\xa33.08/kg""",Apple,2021-03-01
2,£1.00,"b""Sainsbury's Easy Peelers""","b""Sainsbury's Easy Peelers 600g Only \xc2\xa31.00: Save 35p \xc2\xa31.00/unit \xc2\xa31.67/kg""",Apple,2021-03-01
3,19p,"b""Sainsbury's Limes""","b""Sainsbury's Limes 19p/unit 19p/ea""",Apple,2021-03-01
4,30p,"b""Sainsbury's Oranges""","b""Sainsbury's Oranges 30p/unit 30p/ea""",Apple,2021-03-01
5,(36),"b""Sainsbury's Easy Peeler Loose \xc2\xa3""","b""Sainsbury's Easy Peeler Loose \xc2\xa31.95/kg \xc2\xa31.95/kg Purchase by: items kg""",Apple,2021-03-01
6,£4.90,"b""Sainsbury's Lemons Unwaxed minimum""","b""Sainsbury's Lemons Unwaxed minimum 5 Save 50p: Was \xc2\xa31.50 Now \xc2\xa31.00 \xc2\xa31.00/unit 20p/ea""",Apple,2021-03-01
7,60p,"b""Sainsbury's Red Grapefruit""","b""Sainsbury's Red Grapefruit 60p/unit 60p/ea""",Apple,2021-03-01
8,£1.50,"b""Sainsbury's Oranges Large x""","b""Sainsbury's Oranges Large x4 Only \xc2\xa31.50: Save 35p \xc2\xa31.50/unit 37p/ea""",Apple,2021-03-01
9,£2.00,"b""Sainsbury's Oranges, Taste the Difference x""","b""Sainsbury's Oranges, Taste the Difference x4 \xc2\xa32.00/unit 50p/ea""",Apple,2021-03-01
10,95p,"b""Sainsbury's Limes x""","b""Sainsbury's Limes x5 95p/unit 19p/ea""",Apple,2021-03-01
11,£2.90,"b""Sainsbury's Easy Peelers Box, Taste the Difference""","b""Sainsbury's Easy Peelers Box, Taste the Difference 1kg \xc2\xa32.90/unit \xc2\xa32.90/kg""",Apple,2021-03-01
12,£1.65,"b""Sainsbury's Lemons Unwaxed, SO Organic x""","b""Sainsbury's Lemons Unwaxed, SO Organic x3 \xc2\xa31.65/unit 55p/ea""",Apple,2021-03-01
13,£1.35,"b""Sainsbury's Tangerines""","b""Sainsbury's Tangerines 600g \xc2\xa31.35/unit \xc2\xa32.25/kg""",Apple,2021-03-01
14,65p,b'Floridian Pink Grapefruit',b'Floridian Pink Grapefruit 65p/unit 65p/ea',Apple,2021-03-01
15,60p,"b""Sainsbury's White Grapefruit""","b""Sainsbury's White Grapefruit 60p/unit 60p/ea""",Apple,2021-03-01
16,£1.95,"b""Sainsbury's Family Size Easy Peelers""","b""Sainsbury's Family Size Easy Peelers 1kg \xc2\xa31.95/unit \xc2\xa31.95/kg""",Apple,2021-03-01
17,£1.65,"b""Sainsbury's Oranges, SO Organic x""","b""Sainsbury's Oranges, SO Organic x4 \xc2\xa31.65/unit 41p/ea""",Apple,2021-03-01
18,£1.75,"b""Sainsbury's Blood Oranges Min x""","b""Sainsbury's Blood Oranges Min x5 \xc2\xa31.75/unit 35p/ea""",Apple,2021-03-01
19,£1.85,"b""Sainsbury's Easy Peelers, SO Organic x""","b""Sainsbury's Easy Peelers, SO Organic x4 \xc2\xa31.85/unit \xc2\xa31.85/ea""",Apple,2021-03-01
20,£1.85,"b""Sainsbury's Easy Peeler With Leaves, Taste the Dif""","b""Sainsbury's Easy Peeler With Leaves, Taste the Difference 500g \xc2\xa31.85/unit \xc2\xa33.70/kg""",Apple,2021-03-01
21,£3.00,"b""Sainsbury's Seville Marmalade Oranges""","b""Sainsbury's Seville Marmalade Oranges 1.5kg \xc2\xa33.00/unit \xc2\xa32.00/kg""",Apple,2021-03-01
22,£1.65,b'Imperfectly Tasty Oranges x',b'Imperfectly Tasty Oranges x5 69p/unit 14p/ea',Apple,2021-03-01
23,£2.90,b'Imperfectly Tasty Mini Easy Peelers',b'Imperfectly Tasty Mini Easy Peelers 600g 69p/unit 69p/ea',Apple,2021-03-01
24,£1.65,b'Imperfectly Tasty Lemons x',b'Imperfectly Tasty Lemons x5 68p/unit 68p/ea',Apple,2021-03-01
0,67p,"b""Sainsbury's Royal Gala Apples x""","b""Sainsbury's Royal Gala Apples x6 \xc2\xa31.60/unit 27p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
1,67p,"b""Sainsbury's Braeburn Apples x""","b""Sainsbury's Braeburn Apples x6 \xc2\xa31.60/unit 27p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
2,£1.50,"b""Sainsbury's Conference Pears x""","b""Sainsbury's Conference Pears x4 \xc2\xa31.50/unit \xc2\xa31.50/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
3,67p,"b""Sainsbury's Pink Lady Apples x""","b""Sainsbury's Pink Lady Apples x6 Only \xc2\xa32.00: Save 60p \xc2\xa32.00/unit 33p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
4,(10),"b""Sainsbury's British Bramley Cooking Apples Loose \xc2""","b""Sainsbury's British Bramley Cooking Apples Loose \xc2\xa31.76/kg \xc2\xa31.76/kg Purchase by: items kg""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
5,£1.60,"b""Sainsbury's Granny Smith Apples x""","b""Sainsbury's Granny Smith Apples x6 \xc2\xa31.60/unit 27p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
6,£2.00,"b""Sainsbury's Conference Pears, Ripe & Ready x""","b""Sainsbury's Conference Pears, Ripe & Ready x4 \xc2\xa32.00/unit 50p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
7,£2.10,"b""Sainsbury's Pink Lady Apples x""","b""Sainsbury's Pink Lady Apples x4 \xc2\xa32.10/unit 53p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
8,67p,"b""Sainsbury's Jazz Apples x""","b""Sainsbury's Jazz Apples x6 \xc2\xa32.30/unit 38p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
9,37p,"b""Sainsbury's Conference Pear Single""","b""Sainsbury's Conference Pear Single 37p/unit 37p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
10,£1.60,"b""Sainsbury's Golden Delicious Apples x""","b""Sainsbury's Golden Delicious Apples x6 \xc2\xa31.60/unit 27p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
11,30p,"b""Sainsbury's Braeburn Apple Single""","b""Sainsbury's Braeburn Apple Single 30p/unit 30p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
12,£1.60,"b""Sainsbury's Cox Apples x""","b""Sainsbury's Cox Apples x6 \xc2\xa31.60/unit 27p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
13,£2.30,"b""Sainsbury's Royal Gala Apples, SO Organic x""","b""Sainsbury's Royal Gala Apples, SO Organic x6 \xc2\xa32.30/unit 38p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
14,£2.00,"b""Sainsbury's Pears, Ripe & Ready x""","b""Sainsbury's Pears, Ripe & Ready x4 \xc2\xa32.00/unit 50p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
15,50p,"b""Sainsbury's Pink Lady Apple Single""","b""Sainsbury's Pink Lady Apple Single 50p/unit 50p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
16,£1.50,"b""Sainsbury's Rocha & Packham Pear Bag x""","b""Sainsbury's Rocha & Packham Pear Bag x6 \xc2\xa31.50/unit 25p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
17,30p,"b""Sainsbury's Royal Gala Apple Single""","b""Sainsbury's Royal Gala Apple Single 30p/unit 30p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
18,£2.30,"b""Sainsbury's Mini Apples x""","b""Sainsbury's Mini Apples x6 79p/unit 13p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
19,£2.30,"b""Sainsbury's Braeburn Apples, SO Organic x""","b""Sainsbury's Braeburn Apples, SO Organic x6 \xc2\xa32.30/unit 38p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
20,£1.00,"b""Sainsbury's Best Of British Apples x""","b""Sainsbury's Best Of British Apples x6 Only \xc2\xa31.00: Save 60p \xc2\xa31.00/unit 17p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
21,30p,"b""Sainsbury's Granny Smith Apples Single""","b""Sainsbury's Granny Smith Apples Single 30p/unit 30p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
22,£2.10,"b""Sainsbury's Jazz Apples x""","b""Sainsbury's Jazz Apples x4 \xc2\xa32.10/unit 53p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
23,£2.30,"b""Sainsbury's Pears, SO Organic x""","b""Sainsbury's Pears, SO Organic x4 \xc2\xa32.30/unit \xc2\xa32.30/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
24,£3.00,"b""Sainsbury's Pink Lady Apples, SO Organic x""","b""Sainsbury's Pink Lady Apples, SO Organic x6 \xc2\xa33.00/unit 50p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
25,£3.50,"b""Sainsbury's Rhubarb""","b""Sainsbury's Rhubarb 400g \xc2\xa33.50/unit \xc2\xa38.75/kg""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
26,30p,"b""Sainsbury's Cox Apple Single""","b""Sainsbury's Cox Apple Single 30p/unit 30p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
27,£2.50,"b""Sainsbury's Mini Pears""","b""Sainsbury's Mini Pears 57p/unit 11p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
28,£1.95,"b""Sainsbury's Apples""","b""Sainsbury's Apples 1kg \xc2\xa31.95/unit \xc2\xa31.95/kg""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
29,£1.50,"b""Sainsbury's Royal Gala Apples x""","b""Sainsbury's Royal Gala Apples x4 \xc2\xa31.50/unit 38p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
30,£2.00,"b""Sainsbury's Ripe & Ready Blush Pears x""","b""Sainsbury's Ripe & Ready Blush Pears x4 \xc2\xa32.00/unit 50p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
31,£1.50,"b""Sainsbury's Braeburn Apples x""","b""Sainsbury's Braeburn Apples x4 \xc2\xa31.50/unit 38p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
32,£2.00,"b""Sainsbury's Kanzi Apples x""","b""Sainsbury's Kanzi Apples x6 \xc2\xa32.00/unit 33p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
33,£1.50,"b""Sainsbury's Best Of British Apples x""","b""Sainsbury's Best Of British Apples x4 \xc2\xa31.50/unit 38p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
34,£2.50,"b""Sainsbury's Ripe & Ready Pears, So Organic \xc2\xa3""","b""Sainsbury's Ripe & Ready Pears, So Organic \xc2\xa32.50/unit 63p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
35,£1.30,"b""Sainsbury's Migo Pears x""","b""Sainsbury's Migo Pears x4 Only \xc2\xa31.30: Save 50p \xc2\xa31.30/unit 32p/ea""",BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
36,£2.30,b'Imperfectly Tasty Gala Apples x',b'Imperfectly Tasty Gala Apples x6 93p/unit 16p/ea',BerriesApriocotsMelonMangoExoticNutsReady to EatOrganicRipe,2021-03-01
