Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Sierra Leone,SLE,1,1.000801644,1.027873398,1.026461568,1.074739215,1.13002136,1.127246495,1.105854564,1.106250169,1.177418328,1.254220746,1.273025903,1.260346181,1.264393863,1.283985448,1.281037656,1.251953384,1.229110568,1.234185767,1.264510955,1.299204857,1.30956205,1.343993538,1.287633896,1.310911473,1.213754503,1.198861473,1.251379856,1.131721815,1.111766406,1.104853993,1.11720689,0.920906063,0.934841596,0.912544336,0.837757617,0.847897119,0.787619524,0.793581285,0.773498971,0.805355934,0.711854099,0.850357562,0.892933539,0.920468387,0.936547175,0.95486281,1.009328372,1.037319767,1.041495289,1.067032186,1.104275021,1.238909939,1.457708879,1.486603799,1.152289671,1.192853103,1.213134705,1.225832131,1.260489428,1.207586667,1.229285545
Suriname,SUR,1,1.011907831,1.013728799,1.03101181,1.059257177,1.146531636,1.321103603,1.431488464,1.488942912,1.504520396,1.495117831,1.505448723,1.475701121,1.453518849,1.466035545,1.516239186,1.661984663,1.847747181,1.989942983,2.001711354,1.836510849,1.962994002,1.87342557,1.790297457,1.7415565,1.755493325,1.746081562,1.619274157,1.722693203,1.76770039,1.670174426,1.701971055,1.694359929,1.570156078,1.607657955,1.578271733,1.560494974,1.616471552,1.62191316,1.569602263,1.573991966,1.611846771,1.629325745,1.704077687,1.824328558,1.885565032,1.972631065,2.050199795,2.111186692,2.150449001,2.236367661,2.341174645,2.378465154,2.422900495,2.404637371,2.299232376,2.16373032,2.174801908,2.2587515,2.260080968,1.877869363,1.808969904
Sweden,SWE,1,1.051846187,1.090613083,1.142263863,1.211097359,1.245592557,1.259592888,1.292032125,1.331538517,1.388444681,1.47581031,1.479535769,1.508932981,1.566105427,1.611509717,1.646096797,1.657475245,1.625235244,1.648894342,1.708479572,1.733999698,1.739798831,1.760515927,1.79316496,1.867309916,1.904502511,1.951215627,2.009938393,2.051921193,2.092389003,2.091954641,2.053933048,2.018263823,1.965126802,2.027892076,2.096663354,2.126392451,2.19042925,2.283608943,2.37874361,2.488124302,2.517422013,2.564368761,2.613856729,2.716510887,2.783017823,2.896445695,2.973925694,2.937552514,2.786231466,2.927010787,2.997814841,2.958213637,2.968093623,3.016896325,3.119174429,3.144007621,3.181583151,3.206163345,3.236864336,3.143814709,3.283585691
Seychelles,SYC,1,0.92480801,0.976324374,1.048289228,1.082870389,1.044815411,1.160709512,1.138240037,1.19493379,1.166843205,1.241093501,1.409043366,1.462265793,1.570472486,1.562237982,1.575040397,1.794733409,1.648701528,1.985731263,2.279703583,2.163009223,1.961317376,1.928015134,1.8973582,1.971245932,2.172867602,2.155546347,2.156943051,2.264883286,2.503521726,2.665553807,2.702892107,2.883196929,2.998716959,2.896513579,2.830675518,2.926618992,3.238462468,3.442613995,3.438846525,3.459898969,3.378362523,3.316376037,3.156653477,3.078052556,3.339745433,3.578648913,3.931473437,3.761992422,3.70583801,3.818394539,4.229286956,4.240804854,4.413745925,4.541386961,4.691610871,4.877080361,5.035080263,5.14679608,5.259432269,4.81357162,5.15037162
Syrian Arab Republic,SYR,1,1.07548286,1.299956196,1.152110683,1.220792511,1.210338394,1.082638114,1.134911061,1.139521113,1.309393871,1.24357456,1.309496729,1.589602524,1.375504109,1.672579158,1.880600713,2.039893581,1.935664974,2.056184966,2.004369732,2.218254236,2.311158398,2.298905699,2.274591224,2.029730862,2.144190235,1.907313542,1.875191472,2.141434458,1.791359895,1.802204603,1.883704805,2.067558439,2.133017259,2.223540956,2.314800948,2.473898431,2.530214412,2.632775291,2.475240759,2.429854658,2.393612112,2.42505776,2.533734358,2.637842969,2.726471312,2.739002331,2.716735117,2.736439651,2.851326403,2.930838546,2.962228475,2.194087312,1.700522714,1.63336477,1.635752627,1.550422824,1.53765853,1.530849014,1.490572496,1.386318198,0
Chad,TCD,1,0.994612191,1.027758223,0.991771214,0.948223823,0.935981543,0.902213281,0.892589415,0.872106004,0.914388861,0.913046341,0.874604984,0.86572258,0.77522673,0.795863982,0.849825003,0.85856132,0.862111909,0.843158009,0.648917005,0.608941293,0.615153203,0.618099478,0.680232247,0.685509886,0.826996511,0.769905077,0.72561287,0.810111966,0.821576711,0.766110682,0.801863701,0.830231849,0.684029141,0.736831776,0.713906798,0.69815358,0.712815681,0.736829736,0.706789733,0.677054981,0.731226515,0.766428064,0.845031172,1.080212597,1.21784422,1.183097674,1.181110975,1.175938885,1.183165045,1.29846416,1.254912702,1.319548388,1.346022671,1.388435692,1.382146026,1.255524507,1.178172833,1.166078572,1.164924638,1.110623551,1.063122417
Togo,TGO,1,1.103371653,1.126190128,1.162167599,1.301254989,1.463020773,1.547900368,1.570706602,1.58358872,1.687465472,1.669519009,1.618099369,1.694040572,1.714754845,1.754029976,1.754325913,1.678241687,1.753438752,1.901733078,1.759147878,1.960986308,1.83911026,1.716053943,1.569524124,1.602588922,1.638759361,1.614970053,1.574874858,1.629609438,1.646103006,1.594519148,1.538015324,1.435071192,1.226748744,1.405644309,1.449705044,1.518779636,1.681663262,1.59581776,1.588507521,1.531973375,1.503345293,1.520646956,1.581087235,1.525042386,1.416618765,1.413898955,1.357243653,1.372669324,1.408806933,1.455333242,1.507878601,1.565270442,1.618968478,1.671963493,1.72425214,1.775411906,1.807438293,1.851663069,1.906232337,1.893814231,1.946802851
Thailand,THA,1,1.022728817,1.067185557,1.118040179,1.158619189,1.215872301,1.311126786,1.382653765,1.452151108,1.503678251,1.628218507,1.660770045,1.684844519,1.80768569,1.839773303,1.883654703,2.011465012,2.159869124,2.329879804,2.402744016,2.47303428,2.563648458,2.645768446,2.737826125,2.838961461,2.914629139,3.019395612,3.247762665,3.61514113,3.987677383,4.360394384,4.660037062,4.962495759,5.29416705,5.636191278,6.010309624,6.267087879,6.01677373,5.489396617,5.676273217,5.870504775,6.017049226,6.330085001,6.727101175,7.091706886,7.331410836,7.637815119,7.991818447,8.069179982,7.956091885,8.496625578,8.51284965,9.070782199,9.258121854,9.298170853,9.544090039,9.828232727,10.1967761,10.59306765,10.79368485,10.10117908,10.23814672
Trinidad and Tobago,TTO,1,1.11668736,1.12584878,1.167571963,1.235006913,1.223400727,1.253939114,1.262035693,1.311361839,1.332107169,1.364886366,1.363586859,1.424037785,1.428543455,1.463367444,1.465657064,1.539554243,1.658250261,1.799599554,1.837989827,2.001012269,2.065420977,2.117129894,1.876143839,1.748138467,1.655116901,1.579015696,1.488540047,1.415035759,1.390359694,1.39985585,1.432447468,1.565642062,1.544984024,1.590974542,1.643470396,1.753200257,1.878316671,2.024163602,2.179199228,2.3206054,2.405847539,2.582521508,2.938903555,3.154778284,3.331314807,3.74983247,3.905580178,4.015021556,3.815712976,3.917064437,3.878790103,4.105240954,4.232407259,4.343107579,4.282199865,3.967662094,3.757182328,3.65985076,3.627140138,3.352624283,3.301861484
Turkiye,TUR,1,0.984923874,1.011912156,1.074268061,1.103863919,1.107475395,1.201095597,1.225421017,1.275363184,1.295379341,1.306449848,1.348111539,1.415971478,1.429859928,1.477405979,1.551062379,1.678319835,1.698396749,1.68696956,1.641688581,1.568760848,1.612300802,1.634571005,1.676551605,1.748904397,1.783453823,1.868678052,2.004963131,2.011239418,1.978126411,2.120882691,2.097659878,2.164905785,2.290118119,2.145237667,2.275408323,2.403276436,2.543887359,2.56466702,2.443934666,2.575554409,2.391704864,2.510550171,2.620347434,2.838082576,3.051886674,3.221884793,3.342715996,3.329709045,3.129406336,3.348171904,3.674054413,3.793544535,4.045662463,4.162025185,4.330218465,4.398282482,4.666586367,4.763892054,4.762552288,4.817223721,5.323652687
Uruguay,URY,1,1.012071693,0.984113828,0.974330247,0.987030486,0.986913516,1.007145427,0.96150112,0.97163556,1.021373778,1.039095798,1.030854707,1.011628838,1.008784769,1.031895023,1.087810183,1.123132808,1.132338355,1.186455867,1.253626205,1.321031329,1.336058231,1.200383334,1.071976582,1.054454459,1.064270967,1.151562883,1.236460583,1.24703669,1.252610485,1.248627433,1.285242733,1.379108049,1.407717207,1.501602428,1.471398792,1.544646314,1.667152187,1.733081918,1.691035922,1.651720106,1.584032672,1.459123087,1.469201988,1.541047714,1.654083195,1.719484169,1.828459155,1.955281143,2.033359122,2.186476263,2.293198692,2.367647994,2.470086975,2.542206837,2.543266426,2.577948376,2.613454271,2.622234012,2.630374337,2.468869074,2.578810081
United States,USA,1,1.006181212,1.051264865,1.081838506,1.128796236,1.186117611,1.248710388,1.266066854,1.31365602,1.341208244,1.321915626,1.348295778,1.404089562,1.469269586,1.448036667,1.430883494,1.493720211,1.547152774,1.615583103,1.648442239,1.628507656,1.653526749,1.608309907,1.66672339,1.771929765,1.829529113,1.875466503,1.923077537,1.985297098,2.038863722,2.053981613,2.024523406,2.066969823,2.096025394,2.153894188,2.185528825,2.241746292,2.313419674,2.389080321,2.475039073,2.54744488,2.546427947,2.565698653,2.614869766,2.690592414,2.758766217,2.808327075,2.837672131,2.81439278,2.717295781,2.767845408,2.790390045,2.833169571,2.865430656,2.909569196,2.966393202,2.994080785,3.041900315,3.115053998,3.172049157,3.05474925,3.232539938
St. Vincent and the Grenadines,VCT,1,1.026665205,1.046068796,0.96443358,0.984115416,0.977176868,0.961808122,0.857068731,0.899743971,0.912448993,0.996818972,1.013639215,1.261007834,1.109129666,1.001209546,0.916766689,1.003876879,1.128172136,1.229887068,1.263799602,1.287467368,1.338018638,1.387875381,1.408794055,1.492803532,1.576802649,1.65789426,1.659464861,1.887860951,1.91023816,1.98654387,2.003882964,2.123367666,2.205852774,2.172157065,2.336145315,2.363831174,2.446986768,2.549549758,2.622555654,2.669802682,2.720588492,2.870750748,3.072103335,3.212713105,3.309267249,3.560388861,3.698715489,3.730783332,3.695310727,3.54729404,3.545410832,3.607436087,3.718043762,3.77956768,3.900525014,4.082277114,4.166704621,4.30481712,4.336915183,4.117970397,4.185651126
South Africa,ZAF,1,1.009779239,1.040697665,1.084047907,1.134838125,1.167659975,1.182353234,1.228885165,1.241020083,1.260406486,1.287176725,1.303607189,1.287878487,1.308978747,1.350504731,1.336056448,1.329882412,1.293485272,1.297018385,1.310832059,1.361255854,1.397748077,1.35693749,1.296655738,1.325218652,1.270967699,1.230196351,1.212866672,1.220733165,1.208758244,1.168390298,1.127280821,1.080741468,1.07439961,1.089752101,1.105191971,1.135280092,1.148761461,1.140225884,1.154684755,1.191652108,1.213035623,1.246526057,1.27148143,1.317016107,1.373473579,1.436531153,1.498268165,1.528659107,1.487352354,1.514388488,1.542757804,1.558867731,1.576006885,1.573292677,1.561368249,1.556540949,1.568478709,1.572960412,1.557432536,1.440919563,1.496687693
Zambia,ZMB,1,0.98212315,0.9276989,0.927915615,1.008515162,1.139340081,1.041797532,1.088682381,1.067286853,1.029451202,1.047927992,1.018887484,1.082296942,1.042006491,1.077553186,1.022729886,1.054611478,0.976932033,0.953541764,0.897714872,0.897966924,0.92473338,0.870195054,0.82592647,0.798150733,0.786980895,0.769151804,0.767001158,0.792919759,0.764171249,0.741189205,0.722675397,0.69311481,0.722634273,0.644462984,0.647107565,0.670524855,0.678482231,0.658610476,0.671413242,0.678545609,0.693530034,0.702962607,0.728914775,0.75576374,0.784040124,0.817267743,0.854790635,0.888923244,0.936977864,0.997952198,1.018500987,1.060292928,1.078064504,1.092649941,1.089231463,1.095344999,1.098973703,1.108835316,1.091490505,1.03041361,1.047612208
Zimbabwe,ZWE,1,1.030762099,1.013579407,1.043839082,1.000583374,1.017423052,1.001093801,1.051364777,1.038804994,1.131369893,1.344354336,1.420419721,1.491620403,1.482284511,1.5294025,1.452252797,1.414617934,1.283945972,1.230821809,1.251061782,1.351453648,1.428227469,1.410001894,1.378904236,1.305542486,1.349300514,1.332761027,1.305312397,1.361163071,1.391568373,1.449434523,1.490713913,1.322709331,1.317621118,1.430865797,1.415470755,1.536391648,1.551997251,1.571062822,1.535859432,1.474001528,1.485643058,1.345189997,1.108142755,1.036486715,0.972185926,0.930485598,0.88784581,0.725161359,0.804028613,0.964343729,1.089548137,1.238323216,1.250561354,1.241617462,1.239969094,1.22536359,1.249562628,1.285917343,1.180763762,1.066579127,1.133470844
