Year,Tin,Iron,Coal,Wool/Textiles,Leather,Foodstuffs,Construction,Printed books
1374,15.72904332,,,13.47018273,46.06485012,4.348435696,9.88876105,
1375,15.05602241,,,12.37727503,46.65513943,4.069706052,9.877769959,
1376,17.99120327,,,13.85875001,46.60164321,5.132239429,9.866793347,
1377,21.49859944,,,18.31473744,45.71059206,5.179475137,9.855831196,
1378,25.21008403,,,15.54706276,45.30356547,4.954131868,9.81236596,
1379,26.25436454,,,14.1927893,44.52887781,4.232989421,9.769128061,
1380,27.34190241,,,18.64284659,43.81774413,4.318380472,9.505323779,
1381,28.47448949,,,17.97575631,43.8534715,4.440745944,9.462536991,
1382,29.65399188,,,17.44004228,43.72680636,4.658257997,9.41997399,
1383,30.88235294,,,20.61227853,44.66919503,4.104566146,9.377633607,
1384,32.70308123,,,20.69325044,46.07088621,4.984359706,9.335514676,
1385,33.89355742,,,20.23400321,47.33948101,4.128707124,9.29361604,
1386,40.75630252,,,22.11484425,46.82359542,4.819218014,9.251936545,
1387,42.43697479,,,18.79049384,47.54381254,4.866830388,9.210475047,
1388,41.63707489,,,18.54803321,46.68259825,4.171271881,9.169230405,
1389,40.85225241,,,23.64955691,46.89350944,4.256169617,9.128201485,
1390,40.08222315,,,21.78147695,46.83579448,3.73393466,9.087387157,
1391,39.32670826,,,23.45484598,46.52156805,4.600302352,9.046786301,
1392,38.58543417,,,29.03032539,46.51612981,5.415160268,9.006397799,
1393,38.58543417,,,24.43393186,46.52276608,3.875530999,8.966220541,
1394,40.75630252,,,23.82947222,47.6674663,4.553866172,8.926253422,
1395,41.94677871,,,25.48630429,48.03458846,4.066244265,8.886495343,
1396,41.45658263,,,26.2710169,47.48588046,4.047368183,8.84694521,
1397,45.0280112,,,26.35922818,47.14001366,3.797489271,8.807601936,
1398,44.67787115,,,26.22135846,46.74119704,4.304568126,8.768464439,
1399,47.29716968,,,26.84802859,47.21227606,3.861693202,8.729531643,
1400,50.07002801,,,27.06993618,46.86347646,3.595125479,8.249217417,
1401,49.20626015,,,26.41416904,48.02381979,3.5354564,8.261569698,
1402,48.35739332,,,23.87139234,48.3579222,3.792128171,8.273942692,
1403,47.52317046,,,25.39582483,48.7460584,3.910968455,8.286336436,
1404,46.70333894,,,26.65724304,49.2745991,4.00612966,8.298750962,
1405,45.89765049,,,24.97214934,49.14459241,4.100560757,8.311186306,
1406,45.10586114,,,22.21590416,46.92913456,3.62421942,8.323642504,
1407,44.32773109,,,21.92782281,46.47902951,3.66665283,8.33611959,
1408,44.4114479,,,21.5869117,44.27249834,3.140360229,8.348617599,
1409,44.4953228,,,19.3375655,43.41233506,3.432144776,8.361136565,
1410,44.57935612,,,18.47271801,43.5948392,3.915432506,8.152883996,
1411,44.66354814,,,21.44551381,43.67769446,3.678470301,8.165444985,
1412,44.74789916,,,21.53436684,42.23793416,3.518268245,8.178027037,
1413,42.92717087,,,17.87006623,42.45952571,2.97485889,8.190630189,
1414,49.64985994,,,23.16881919,44.42013281,3.568386875,8.203254475,
1415,48.38935574,,,28.92763454,43.57623291,3.553614468,8.215899931,
1416,45.51820728,,,29.72779154,43.82232777,3.32613537,8.228566593,
1417,39.88216663,,,30.77480981,46.71189354,4.033642863,8.241254495,
1418,34.94397759,,,30.41697236,47.11521472,3.717052307,8.253963675,
1419,35.88617744,,,31.45904471,47.7966906,4.058898485,8.266694166,
1420,36.85378197,,,31.30101904,46.54292346,3.85965841,8.38984227,
1421,37.84747617,,,32.08615747,45.40706079,3.312607667,8.402615494,
1422,38.8679635,,,31.81695618,43.7531089,3.542007625,8.415410137,
1423,39.91596639,,,30.26378439,44.09355477,3.943489493,8.428226235,
1424,36.62464986,,,29.21811392,44.33561264,4.129706904,8.441063826,
1425,39.49579832,,,29.68856384,43.03652904,3.814974405,8.453922943,
1426,36.55462185,,,28.33753528,42.24625822,3.714645788,8.466803625,
1427,36.13445378,,,25.02121121,42.66634739,3.65347016,8.479705906,
1428,31.65266106,,,21.42561922,42.5733328,3.425916423,8.492629824,
1429,37.53501401,,,23.16107398,43.39325592,3.521015578,8.505575414,
1430,35.85434174,,,25.15114726,43.33547619,3.721576372,8.628938977,
1431,37.74509804,,,26.75126889,45.44812727,3.657354965,8.627108445,
1432,32.4929972,,,25.3126674,45.9775609,3.698210573,8.625278346,
1433,31.51260504,,,27.38050779,47.20513848,3.86346732,8.623448679,
1434,34.59383754,,,32.74385821,48.60908974,4.077700904,8.621619445,
1435,28.92156863,,,26.80545585,46.64795796,3.484794911,8.619790642,
1436,31.16246499,,,21.28419316,44.61151607,3.196950249,8.617962272,
1437,25.6302521,,,25.75021869,44.93480011,2.858532897,8.616134334,
1438,29.9719888,,,27.365527,45.6733439,3.009571542,8.614306829,
1439,29.41176471,,,27.57169356,46.27744127,3.312907501,8.612479755,
1440,26.40056022,,,19.22595125,45.84722018,3.654609203,8.500256847,
1441,28.36134454,,,17.81491418,46.56858375,2.893169663,8.498430637,
1442,24.08963585,,,25.6802642,47.71446333,2.919439102,8.496604858,
1443,26.96078431,,,22.59561011,47.5078129,4.267647933,8.49477951,
1444,26.78514216,,,17.67541609,47.58926522,4.418813223,8.492954594,
1445,26.61064426,,,22.28746294,47.45771734,3.244839488,8.491130109,
1446,26.33053221,,,21.02625528,48.09466336,3.681028119,8.489306056,
1447,30.25210084,,,21.91690735,48.66366759,3.770947956,8.487482433,
1448,28.57142857,,,24.35964273,49.32250291,3.915752113,8.485659241,
1449,30.04201681,,,25.2093649,50.00600733,3.316587574,8.483836481,
1450,29.20168067,,,23.97367467,50.14321632,3.532317513,8.482014151,
1451,27.17086835,,,22.79040769,51.27337338,3.661687606,8.525495987,
1452,26.96078431,,,23.95833745,49.1978977,3.592586357,8.569223071,
1453,26.47058824,,,24.26159422,49.0933721,3.675936545,8.613196786,
1454,26.40056022,,,26.2582744,48.63153191,3.674236916,8.657418522,
1455,25.77030812,,,23.68602151,48.60532973,3.744868777,8.701889678,
1456,25.70028011,,,24.03290098,48.57814413,3.815225411,8.746611662,
1457,25.12074659,,,26.93661518,48.45187441,3.170389557,8.791585887,
1458,24.55428137,,,24.8506727,48.83758907,3.65681988,8.836813778,
1459,24.00058977,,,22.46961134,48.27552828,3.699319994,8.882296763,
1460,23.45938375,,,24.92453368,47.60336642,3.685951405,9.038432548,
1461,23.84142697,,,24.4663292,47.92249267,3.740114696,9.084430049,
1462,24.22969188,,,23.50995734,47.62067745,4.493619242,9.130686987,
1463,23.87955182,,,25.04822496,48.14767125,4.59080369,9.177204823,
1464,23.59943978,,,22.81172376,49.01475483,3.950273022,9.223985031,
1465,27.03081232,,,22.64498189,50.0926253,3.73313345,9.271029089,
1466,33.96358543,,,22.80903587,50.87294332,3.52560712,9.318338487,
1467,33.96358543,,,21.51593103,51.09922533,3.816831487,9.36591472,
1468,33.18433793,,,20.44381391,51.33705641,4.24639418,9.413759294,
1469,32.42296919,,,20.14626084,51.50204893,4.172256718,9.461873721,
1470,34.73389356,,,20.25231606,51.82624333,3.933524516,9.84144832,
1471,32.4929972,,,23.848216,51.89772942,3.560642292,9.89010703,
1472,35.71428571,,,22.76472865,51.80789467,3.773811818,9.939040187,
1473,35.0151772,,,20.32640967,51.97997318,3.853219931,9.988249337,
1474,34.32975377,,,21.13348696,52.16425224,4.228909446,10.03773604,
1475,33.65774752,,,20.56170335,52.37867963,4.056624576,10.08750186,
1476,32.99889583,,,18.58327258,52.54382504,3.558633496,10.13754836,0.193423598
1477,32.35294118,,,21.22422973,52.55672417,3.788980132,10.18787714,0.386847195
1478,33.26330532,,,23.60724722,52.87700301,3.965681278,10.23848979,0.128949065
1479,33.39352265,,,20.46060673,53.11881963,4.543521674,10.2893879,0.225660864
1480,33.52424974,,,20.40572504,53.42354743,4.80122735,10.67176189,0.483558994
1481,33.6554886,,,20.07692057,53.69246159,4.4163963,10.72323577,0.419084462
1482,33.78724122,,,19.96346552,54.15232012,4.060685185,10.77499998,0.290135397
1483,33.91950963,,,23.1504587,54.94144619,4.278196217,10.82705616,0.999355255
1484,34.05229582,,,23.91301254,55.00725427,4.280015634,10.87940594,0.386847195
1485,34.18560185,,,23.06549816,54.78657401,3.86148288,10.93205098,0.51579626
1486,34.31942973,,,21.19364729,53.79556037,5.006016375,10.98499295,0.161186331
1487,34.45378151,,,19.02811018,53.19437658,4.370985403,11.03823353,0.161186331
1488,36.6077982,,,18.68848609,53.08579015,4.509770306,11.0917744,0.096711799
1489,38.76181489,,,18.41327436,52.97888373,4.645631343,11.14561725,0.161186331
1490,40.91583157,6.822316555,,18.4213717,52.829895,4.56800929,11.19976379,0.580270793
1491,42.18876856,7.034566404,,21.23193378,43.77368925,4.650231436,11.25421572,0.290135397
1492,42.27969263,7.049727107,,24.0861197,44.06324388,4.614019304,11.30897478,0.161186331
1493,42.41607873,7.072468163,,22.68584564,44.16090523,4.527563001,11.36404268,0.322372663
1494,42.5070028,7.087628866,,21.06870662,44.70449092,5.05531938,11.41942119,0.354609929
1495,39.9859944,6.920861128,,19.47233109,45.47281811,5.060436441,11.47511204,0.322372663
1496,42.19303046,7.54244997,,17.55236689,45.80277786,4.793318117,11.531117,1.12830432
1497,44.30526734,8.171619163,,18.79160886,46.05004254,5.251064884,11.58743784,0.902643456
1498,43.0617,8.186779867,,20.16194351,46.29864208,5.324869135,11.64407634,0.676982592
1499,41.92897964,8.209520922,,21.40288556,46.54858367,5.40854996,11.7010343,1.225016119
1500,38.94126448,7.845664039,,22.90517463,46.79987456,5.258332585,11.31672845,1.708575113
1501,43.4725511,9.005457853,,22.58489575,47.05252204,4.803302657,11.3509341,0.354609929
1502,42.38391682,9.020618557,,21.52742852,47.30653342,5.267997957,11.38525431,1.096067054
1503,41.38655462,9.043359612,,21.03522752,47.56191608,5.831285044,11.41968947,0.676982592
1504,41.10644258,9.248029109,,22.67123732,47.81867741,5.795108355,11.45423996,0.676982592
1505,42.05729024,9.270770164,,23.3964132,48.07682486,5.860067864,11.48890617,1.901998711
1506,43.01306698,9.285930867,,24.16588986,48.33636591,5.878577925,11.5236885,0.87040619
1507,44.04582672,9.308671922,,24.54552225,48.59730808,5.62658529,11.55858731,0.999355255
1508,46.00374255,9.513341419,8.761907599,23.0157905,48.85965894,5.868483331,11.59360302,1.708575113
1509,47.1501431,9.536082474,7.229839941,22.87623905,49.12342609,6.517108702,11.628736,1.740812379
1510,48.31091847,9.551243178,7.633897649,23.12832803,49.38861717,5.950885549,11.44319412,2.933591231
1511,49.56557218,9.573984233,8.460501692,23.03400752,49.65523989,6.208456829,11.47856284,0.999355255
1512,50.84051152,9.589144936,9.376611028,24.19963731,49.92330195,5.447268668,11.51405002,1.160541586
1513,52.21960472,9.611885992,10.39191736,25.5832626,50.19281114,5.867299193,11.54965606,1.257253385
1514,54.68194883,9.816555488,10.76316898,25.18779873,50.46377527,5.748386523,11.58538135,0.902643456
1515,56.232493,9.839296543,11.14768358,24.92351054,50.73620218,6.083816563,11.6212263,2.063185042
1516,55.32212885,9.884778654,11.54593497,25.05089311,51.01009979,5.953337675,11.6571913,1.225016119
1517,55.39215686,9.937841116,11.95841391,25.00555668,51.28547602,5.966551691,11.69327676,2.030947776
1518,54.41176471,9.983323226,12.38562868,25.52556134,51.56233885,6.040720028,11.72948308,1.773049645
1519,55.88235294,10.22589448,12.82810571,24.35333261,51.84069633,5.931053097,11.76581067,1.450676983
1520,56.09243697,10.27137659,13.28639025,23.26889048,52.1205565,5.775082058,11.91265619,2.901353965
1521,63.02521008,10.49120679,13.76104702,24.48640491,52.40192749,5.84539907,11.95255529,2.321083172
1522,48.31932773,10.90054579,14.25266092,26.74684638,52.68481745,6.430495636,11.99258801,1.805286912
1523,55.18207283,10.93086719,14.76183774,28.13996049,52.96923459,6.447134173,12.11978047,1.837524178
1524,59.87394958,11.15069739,15.28920492,28.40526263,53.25518714,6.634633664,12.24832191,1.031592521
1525,59.66386555,11.93905397,15.83541232,29.27935794,53.54268339,6.600441158,12.37822666,2.7724049
1526,58.19327731,11.98453608,16.40113299,29.45980203,53.83173169,6.879524266,12.50950917,2.192134107
1527,61.34453782,12.03001819,16.98706406,28.16513044,54.1223404,5.77013332,12.64218404,2.482269504
1528,60.08403361,12.0755003,17.59392753,28.08707829,54.41451795,6.106264725,12.77626606,2.51450677
1529,57.98319328,12.12098241,18.22247123,29.87687598,54.70827281,6.447976829,12.91177014,1.805286912
1530,55.46218487,12.16646452,18.87346967,30.36523449,55.00361349,6.811772837,13.04871137,3.578336557
1531,55.6022409,12.21194663,19.54772505,30.72436424,55.30054857,6.317382824,13.18710498,2.127659574
1532,55.53221289,13.98574894,20.24606823,31.56208073,55.59908663,6.948376084,13.32696639,2.51450677
1533,54.9719888,13.87204366,20.96935974,32.05350471,55.89923635,6.944979971,13.46831116,2.869116699
1534,57.00280112,14.84232868,21.71849087,31.98156687,56.20100641,7.920078908,13.61115501,2.804642166
1535,54.76190476,14.74378411,22.49438474,31.4331029,56.50440556,6.826854526,13.75551386,2.7724049
1536,47.12885154,14.83474833,23.29799745,31.18958839,56.80944261,7.028206249,13.90140377,2.321083172
1537,48.31932773,14.92571255,24.13031924,31.55493407,57.11612639,8.494054876,14.04884097,2.417794971
1538,51.54061625,15.01667677,24.99237576,32.48573072,57.42446579,7.36110339,14.19784188,3.255963894
1539,54.76190476,14.9181322,25.88522929,32.28879941,57.73446975,8.882707928,14.34842309,2.740167634
1540,55.03693484,15.61552456,26.80998003,31.70220088,58.04614725,8.308493227,14.50060134,3.739522888
1541,59.47880322,17.54851425,27.76776753,31.72448587,58.35950733,7.508629082,14.56050709,1.837524178
1542,57.28291317,17.54851425,28.75977203,31.6176054,58.67455908,8.438834327,14.75844058,2.7724049
1543,48.59943978,17.54851425,29.78721591,32.20645031,58.99131162,8.037909437,14.85029775,2.836879433
1544,52.66106443,18.34445118,30.85136527,36.35641616,59.30977415,8.814929242,15.01953176,2.804642166
1545,54.51680672,21.30078836,31.95353141,36.55671503,59.62995588,7.883063707,15.00323659,3.578336557
1546,56.37254902,23.4611886,33.09507247,36.75811741,59.95186609,7.981583834,14.99333276,3.771760155
1547,56.09243697,23.4611886,34.27739512,36.96062938,60.27551413,9.668462753,15.00982815,4.190844616
1548,47.26890756,29.56337174,35.50195629,37.16425705,60.60090938,9.198730711,15.23007466,7.994842037
1549,38.44537815,29.56337174,36.77026496,37.36900656,60.92806126,8.728596916,15.38760501,5.5448098
1550,42.21784884,30.54881747,38.08388399,37.57488411,61.25697925,8.518356647,15.59888579,7.640232108
1551,46.71858451,31.68587022,39.44443212,33.47856748,55.75474293,8.690864478,15.99122847,4.223081883
1552,51.62509957,32.67131595,40.85358587,33.66687575,54.16406937,7.978906134,16.27257398,4.41650548
1553,60.6442577,35.62765312,38.7559923,33.86175333,52.56296956,11.42331362,16.56510768,5.125725338
1554,56.02240896,35.62765312,36.76609793,34.07485816,54.22111394,9.781631989,16.88342637,3.449387492
1555,52.73109244,36.61309885,34.87837304,31.18989569,56.16055673,10.152123,17.18641817,4.480980013
1556,52.5210084,37.59854457,11.71953554,28.63217644,54.78512114,7.324181646,17.64332875,3.449387492
1557,52.71642541,40.55488175,11.56307393,28.7968115,55.04919967,9.178832772,17.78373829,2.901353965
1558,49.29313141,40.55488175,11.40870116,35.80896637,59.22108227,14.07035722,17.56813656,2.675693101
1559,49.66154593,43.51121892,11.25638935,38.66578482,59.28495605,11.51912782,17.20006592,3.64281109
1560,48.16913965,44.77713766,11.10611097,52.75359584,66.48944924,10.39734064,17.25452111,5.254674404
1561,50.07002801,49.21922377,10.95783889,49.73907858,63.51662472,11.29983469,17.5510465,4.577691812
1562,45.90336134,51.19011522,10.81154631,50.79075463,65.38480422,11.52357636,17.92887917,5.190199871
1563,41.73669468,53.16100667,10.6672068,51.12998665,68.23304535,14.07996174,18.29227141,4.609929078
1564,47.54901961,56.7995755,10.52479431,47.48850227,64.97924624,13.45518216,18.54771828,2.836879433
1565,45.37815126,56.89053972,10.38428309,47.78348143,66.45073649,13.86356647,18.97116549,4.287556415
1566,46.98879552,56.51152213,11.42403343,52.54783495,71.1867114,16.91358294,19.31502762,4.513217279
1567,52.45098039,57.51212856,10.63900702,50.93002327,68.77080211,15.44292659,19.72887928,4.448742747
1568,36.55462185,60.47604609,12.44888763,50.81074336,68.58496952,16.48318885,20.20576639,3.707285622
1569,52.31092437,62.46209824,9.600187691,53.89181934,69.73364702,15.96593915,20.55500139,4.771115409
1570,39.9859944,64.03123105,13.19890811,57.01008216,73.6973954,13.84233683,20.90337776,8.413926499
1571,36.06442577,66.61613099,16.47475477,55.7758893,71.03935082,14.50798092,21.20903691,4.867827208
1572,35.6442577,67.60915706,16.42162522,59.95844353,74.46318906,13.40396085,21.62957042,5.641521599
1573,38.44537815,70.603396,16.36849566,63.75724906,78.04243426,17.46981852,21.9787783,5.673758865
1574,37.11484594,83.42935112,16.31536611,65.37619804,80.83789777,13.4899323,22.33930799,5.28691167
1575,40.89635854,84.42995755,16.89041362,65.82162998,79.73566487,17.32625839,22.78694709,7.059961315
1576,44.95798319,87.98514251,17.48572911,66.44903405,77.8176502,18.8628394,23.25593042,5.673758865
1577,46.14845938,90.08489994,18.10202696,67.10409987,76.94838811,13.45709717,23.78404876,6.995486783
1578,40.12605042,88.93268648,18.74004669,67.70093788,76.71238446,18.8602604,24.28545404,6.93101225
1579,44.3977591,91.29017586,19.40055391,60.49638989,70.76896491,19.49691388,24.76551919,8.091553836
1580,51.40056022,96.99818072,20.08434122,58.05545787,69.24950911,17.90002339,25.31481056,9.929078014
1581,47.82913165,101.1067314,20.79222913,49.62997844,64.91900928,18.16422002,25.78466844,9.123146357
1582,47.12885154,98.95391146,21.52506708,37.88180055,58.18686669,16.1045915,26.33643887,6.382978723
1583,46.35854342,99.67404488,22.28373447,35.63043059,53.17713716,21.81871522,26.97278351,7.833655706
1584,45.58823529,100.4775622,23.06914167,35.92790307,50.61817634,21.18700481,27.59351816,8.3172147
1585,46.63865546,105.215282,23.88223114,36.27006541,50.57746518,16.47085563,28.0971019,10.57382334
1586,45.93837535,105.238023,20.47008483,52.47867279,57.72022989,14.18159202,28.70754934,7.704706641
1587,44.74789916,106.2462098,17.05793852,45.4896947,53.23845854,19.62360245,29.14549535,7.350096712
1588,46.56862745,108.1943602,19.24968402,50.19068553,54.81524409,23.93975267,29.34921481,7.672469375
1589,43.06722689,112.8865979,21.72304316,49.66301953,52.46601459,18.91434615,29.95131337,9.413281754
1590,44.25770308,116.4948454,24.5142,50.08457456,53.22592028,21.73524261,30.64094252,10.63829787
1591,48.03921569,118.6400849,27.66398784,64.14471673,63.75633993,19.73244793,30.98557174,9.896840748
1592,49.57983193,121.3765919,32.00863231,62.18179639,65.04185687,23.4398959,31.36266292,9.767891683
1593,44.3977591,121.2401455,35.49916954,60.07295038,65.19573051,26.94306933,31.67127516,6.866537718
1594,48.03921569,120.3001819,39.64457818,54.91482899,61.55945362,17.79891976,32.29014103,8.736299162
1595,50.91036415,121.7631898,37.76300991,50.0926968,58.59254107,19.14330507,33.02643802,10.63829787
1596,46.07843137,121.2401455,41.31666952,50.39500637,58.16205711,17.33902161,33.60233585,10.15473888
1597,39.21568627,121.9906004,39.61087567,53.67206616,58.5262629,15.52195315,33.93434855,8.865248227
1598,33.33333333,121.5054579,40.95881186,61.84650489,65.50497258,22.34428222,34.06365325,9.155383623
1599,37.88515406,121.1491813,42.35261758,63.63904485,65.8688374,29.75852554,34.72975615,9.606705351
1600,39.9859944,118.9357186,43.79385373,65.50544572,67.1810373,26.99276309,35.51532033,12.99161831
1601,45.09803922,120.3153426,45.28413435,69.4044245,69.77717422,26.28268835,36.21427424,8.510638298
1602,51.68067227,119.375379,46.8251284,68.40476424,68.65453342,29.31399998,36.73785414,10.31592521
1603,41.2464986,121.8768951,48.41856162,72.35699371,70.22174561,33.35164491,37.23117655,14.18439716
1604,43.20728291,121.5888417,50.06621849,73.78294468,73.03091226,37.48711711,37.62590929,12.76595745
1605,41.52661064,122.650091,51.76994422,70.4874551,75.82034253,30.87550188,38.39040534,11.66989039
1606,39.28571429,120.8990297,53.53164679,78.89726109,83.61849051,33.20102565,39.06910471,12.76595745
1607,38.51540616,127.8350515,55.35329912,60.59812354,74.73806353,30.64442422,39.85140137,14.86137975
1608,40.6162465,129.5709521,56.21913707,60.83078979,78.28532735,27.40355554,40.5207149,11.50870406
1609,39.00560224,133.4824136,53.59834802,55.70762735,76.99466733,39.3898978,41.19780842,13.5718891
1610,38.30532213,136.8859915,50.97755897,53.61571566,75.14128379,45.19749229,41.66394925,12.31463572
